timestamp,question,sql_query,success,valid_sql,rows_returned,error_message,confidence,confidence_label
2025-11-17T00:34:16.549754,Find the total number of units sold per product in the ‘Confections’ category.,"SELECT p.ProductName, SUM(p.UnitsSold) FROM Sales s INNER JOIN Products p ON s.ProductID = p.ProductID WHERE p.CategoryID IN (SELECT c.CategoryID FROM Categories c WHERE c.CategoryName = 'Confections') GROUP BY p.ProductName",True,False,0,,0.841,Medium
2025-11-17T00:34:20.706356,List all orders where the shipped date is later than the required date.,"SELECT p.ProductName, SUM(p.UnitsSold) FROM Sales s INNER JOIN Products p ON s.ProductID = p.ProductID WHERE p.CategoryID IN (SELECT c.CategoryID FROM Categories c WHERE c.CategoryName = 'Confections') GROUP BY p.ProductName",True,False,0,,0.841,Medium
2025-11-17T00:35:01.851021,List all orders where the shipped date is later than the required date.,SELECT * FROM Orders WHERE ShippedDate > RequiredDate,True,True,0,,0.776,Medium
2025-11-17T00:35:01.947872,List all orders where the shipped date is later than the required date.,SELECT * FROM Orders WHERE ShippedDate > RequiredDate,True,True,1000,,0.776,Medium
2025-11-17T00:35:09.023106,List all orders where the shipped date is later than the required date.,SELECT * FROM Orders WHERE ShippedDate > RequiredDate,True,True,1000,,0.776,Medium
2025-11-17T00:36:22.774322,Find products that have never been ordered.,SELECT * FROM Orders WHERE ShippedDate > RequiredDate,True,True,1000,,0.776,Medium
2025-11-17T00:37:14.749716,Find products that have never been ordered.,SELECT p.ProductName FROM Products p LEFT JOIN Orders o ON p.ProductID = o.OrderID WHERE o.OrderID IS NULL,True,True,0,,0.799,Medium
2025-11-17T00:37:14.785816,Find products that have never been ordered.,SELECT p.ProductName FROM Products p LEFT JOIN Orders o ON p.ProductID = o.OrderID WHERE o.OrderID IS NULL,True,True,77,,0.799,Medium
2025-11-17T00:37:25.020697,Find products that have never been ordered.,SELECT p.ProductName FROM Products p LEFT JOIN Orders o ON p.ProductID = o.OrderID WHERE o.OrderID IS NULL,True,True,77,,0.799,Medium
2025-11-17T00:38:01.886297,Identify the supplier whose products are most popular in Germany.,SELECT p.ProductName FROM Products p LEFT JOIN Orders o ON p.ProductID = o.OrderID WHERE o.OrderID IS NULL,True,True,77,,0.799,Medium
2025-11-17T00:39:18.718454,Identify the supplier whose products are most popular in Germany.,"SELECT s.CompanyName FROM Suppliers s INNER JOIN (SELECT SupplierID, COUNT(*) as TotalOrders FROM Sales GROUP BY SupplierID ORDER BY TotalOrders DESC LIMIT 1) t ON s.SupplierID = t.SupplierID WHERE s.Country = 'Germany' AND s.Discontinued = 'No'",False,False,0,,0.754,Medium
2025-11-17T00:39:18.740620,Identify the supplier whose products are most popular in Germany.,"SELECT s.CompanyName FROM Suppliers s INNER JOIN (SELECT SupplierID, COUNT(*) as TotalOrders FROM Sales GROUP BY SupplierID ORDER BY TotalOrders DESC LIMIT 1) t ON s.SupplierID = t.SupplierID WHERE s.Country = 'Germany' AND s.Discontinued = 'No'",True,False,0,,0.754,Medium
